Date,Time,Age,Gender,NexusMember,NexusNumber,Outlet_Name,Address,InvoiceNumber,Item_Code,Item_Description,Department,Item_Category,Quantity,Unit_Price,Discount,TotalValue,Payment_Method,Loyalty_Points_Earned,Profit
2025-07-26,12:06:01,59,Male,Yes,813269.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120665,35,Delmege Chicken Flavoured Soya Meat 90g,Grocery,Soya Products,1,170.0,0,170.0,Cash,0,48.59
2025-04-01,08:31:38,50,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120666,14,RICE SUPIRI KEERI SAMBA BULK KG,Grocery,Pulses,1,291.0,5,276.45,Mobile Payment,0,41.64
2025-01-01,07:02:05,34,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120667,30,Prima Chocolate Swiss Roll 225g,Bakery,Cakes,4,552.5,15,1878.5,Cash,1,612.0
2025-07-02,15:22:46,56,Male,Yes,720850.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120668,1,BABY CHERAMY SOAP POKURUWA SADUN 5IN1,Household,Baby Needs,1,530.0,15,450.5,Card,0,73.13
2025-04-02,04:54:53,31,Male,Yes,177683.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120669,50,RICE SUPIRI KEERI SAMBA BULK KG,Grocery,Pulses,3,291.0,10,785.7,Mobile Payment,11,131.04
2024-09-23,19:26:45,23,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120670,19,carrot 500g,Grocery,Vegetables,3,305.0,5,869.25,Mobile Payment,20,209.45
2025-02-19,15:14:38,18,Male,Yes,889361.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120671,13,MILO PACKET 600G,Beverages,Malt Drink,4,645.0,0,2580.0,Cash,10,469.07
2025-06-08,21:18:05,35,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120672,9,Big Onion 500g,Grocery,Vegetables,1,115.0,15,97.75,Cash,0,19.65
2025-07-03,20:28:47,44,Female,Yes,337420.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120673,29,TOP CRUST BREAD,Bakery,Production Bakery,4,69.0,15,234.6,Card,0,65.41
2024-10-13,14:23:35,30,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120674,31,BABY CHERAMY SOAP POKURUWA SADUN 5IN1,Household,Baby Needs,4,530.0,10,1908.0,Mobile Payment,4,513.45
2024-08-03,15:02:02,38,Female,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120675,16,NESCAFE ICE COLD COFFEE 180ML,Beverages,RTD Beverages,4,160.0,10,576.0,Card,13,162.33
2025-04-07,07:17:38,56,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120676,8,MYSOORE DHAL BULK KG,Grocery,Pulses,4,265.0,15,901.0,Card,7,275.5
2024-12-03,18:15:13,57,Female,Yes,507415.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120677,38,Goldi Chicken Meatballs 500g,Frozen Food,Meatballs,3,880.0,0,2640.0,Mobile Payment,11,735.45
2025-01-18,11:29:20,46,Male,Yes,647788.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120678,23,Kist Tomato Ketchup 375g,Grocery,Sauces & Condiments,4,412.0,15,1400.8,Mobile Payment,15,214.19
2025-06-13,03:35:37,37,Male,Yes,932097.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120679,27,CIC BASMATHI RICE BULK,Grocery,Pulses,2,698.0,15,1186.6,Mobile Payment,2,273.48
2024-08-13,00:13:56,20,Female,Yes,883177.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120680,47,CLOGARD TOOTH PASTE 200G,Household,Oral Care,4,195.0,0,780.0,Cash,2,160.48
2024-10-03,21:44:53,42,Female,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120681,4,EH GINGER BEER 1.5L,Beverages,Juices & Carbonates,1,220.0,10,198.0,Cash,0,40.47
2025-01-01,16:41:26,58,Female,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120682,28,KREST CHICKEN SAUSAGES S/LESS 250G,Frozen Food,Processed/Preserved Meat,3,375.0,15,956.25,Card,18,195.05
2024-10-13,03:13:40,30,Male,Yes,803287.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120683,11,Kist Tomato Ketchup 375g,Grocery,Sauces & Condiments,3,412.0,10,1112.4,Card,2,243.14
2024-09-28,15:49:27,56,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120684,22,Astra Fat Spread 1kg,Grocery,Dairy & Spreads,3,1360.0,5,3876.0,Cash,6,1202.01
2025-07-21,11:52:57,57,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120685,17,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Grocery,Pulses,2,1225.0,15,2082.5,Card,14,392.35
2024-10-11,04:51:50,55,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120686,34,BABY CHERAMY SOAP POKURUWA SADUN 5IN1,Household,Baby Needs,2,530.0,0,1060.0,Mobile Payment,3,283.21
2024-10-24,11:29:20,60,Male,Yes,124271.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120687,36,WATAWALA KAHATA TEA POUCH 400G,Beverages,Tea,4,500.0,15,1700.0,Card,3,453.23
2024-11-21,18:31:20,46,Male,Yes,785997.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120688,31,TOP CRUST BREAD,Bakery,Production Bakery,3,69.0,0,207.0,Cash,0,44.46
2025-03-19,10:14:24,47,Male,Yes,210055.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120689,31,VIM DISHWASH LIQUID LIME 500ML,Household,Cleaning Consumables,3,250.0,5,712.5,Mobile Payment,11,158.19
2025-05-24,02:45:19,47,Male,Yes,535045.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120690,16,Bairaha Chicken Sausages 500g,Frozen Food,Sausages,4,950.0,15,3230.0,Cash,12,841.03
2025-07-14,09:26:33,25,Male,Yes,981842.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120691,7,RITZBURY BLUEBERRY CHOCOLATE 45G,Grocery,Confectionery,2,120.0,0,240.0,Mobile Payment,0,69.65
2025-06-11,04:04:35,27,Female,Yes,128901.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120692,2,KNORR SEASONING CUBE 15*20G,Grocery,Seasoning & Coconut Cream,1,50.0,10,45.0,Cash,0,11.18
2024-11-27,18:00:31,24,Female,Yes,528847.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120693,42,MILO PACKET 600G,Beverages,Malt Drink,2,645.0,10,1161.0,Card,6,383.42
2025-04-06,15:40:54,18,Female,Yes,588003.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120694,19,carrot 500g,Grocery,Vegetables,4,305.0,15,1037.0,Cash,14,230.71
2025-01-28,03:17:22,34,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120695,31,Astra Fat Spread 1kg,Grocery,Dairy & Spreads,1,1360.0,15,1156.0,Card,5,317.61
2025-05-01,14:59:22,60,Female,Yes,708066.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120696,30,EH GINGER BEER 1.5L,Beverages,Juices & Carbonates,2,220.0,10,396.0,Mobile Payment,0,70.3
2025-05-11,04:54:44,59,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120697,6,Garlic 250g,Grocery,Vegetables,1,230.0,5,218.5,Card,0,73.84
2024-09-18,13:52:07,54,Male,Yes,806072.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120698,22,CLOGARD TOOTHPASTE 120G,Household,Oral Care,4,248.0,0,992.0,Mobile Payment,10,170.3
2024-12-10,19:02:52,35,Male,Yes,923626.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120699,31,CLOGARD TOOTH PASTE 200G,Household,Oral Care,3,195.0,10,526.5,Card,8,126.08
2025-01-09,05:31:18,21,Female,Yes,297325.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120700,22,RICE SAMBA BULK KG - LOCAL,Grocery,Pulses,1,835.0,10,751.5,Cash,7,247.75
2025-07-21,14:50:51,39,Female,Yes,148480.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120701,33,CLOGARD TOOTH PASTE 200G,Household,Oral Care,1,195.0,10,175.5,Mobile Payment,0,34.07
2025-02-05,21:28:51,28,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120702,14,Goldi Chicken Meatballs 500g,Frozen Food,Meatballs,3,880.0,15,2244.0,Mobile Payment,13,342.44
2024-10-14,14:46:13,58,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120703,32,RITZBURY BLUEBERRY CHOCOLATE 45G,Grocery,Confectionery,3,120.0,15,306.0,Card,0,97.94
2025-07-10,10:11:46,55,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120704,37,VIM DISHWASH LIQUID LIME 500ML,Household,Cleaning Consumables,1,250.0,10,225.0,Cash,0,77.66
2024-09-13,00:13:40,31,Female,Yes,541076.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120705,44,MYSOORE DHAL BULK KG,Grocery,Pulses,4,265.0,0,1060.0,Cash,2,355.6
2024-09-27,00:39:58,31,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120706,20,AMBEWELA FLAVOURED MILK VANILLA 1000ML,Beverages,Juices & Carbonates,3,320.0,0,960.0,Cash,13,273.7
2024-09-08,05:54:07,40,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120707,17,KREST CHICKEN SAUSAGES S/LESS 250G,Frozen Food,Processed/Preserved Meat,1,375.0,15,318.75,Mobile Payment,0,71.73
2025-04-23,14:10:53,41,Male,Yes,614160.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120708,9,MANGO - K/C,Fruits,Inorganic,1,129.0,5,122.55,Cash,0,41.67
2025-07-30,16:31:20,42,Male,Yes,682525.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120709,35,Green Chillies 100g,Grocery,Vegetables,4,34.0,5,129.2,Cash,0,30.67
2024-11-26,15:19:56,19,Female,Yes,561303.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120710,16,IMORICH CHOC CHOC CHIP 1L,Frozen Food,Desserts,3,775.0,5,2208.75,Card,15,499.0
2024-10-06,15:46:36,18,Female,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120711,12,IMORICH CHOC CHOC CHIP 1L,Frozen Food,Desserts,4,775.0,0,3100.0,Cash,18,972.6
2025-04-30,07:03:02,53,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120712,35,Green Chillies 100g,Grocery,Vegetables,2,34.0,10,61.2,Mobile Payment,0,15.95
2025-01-08,20:20:57,37,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120713,32,TOP CRUST BREAD,Bakery,Production Bakery,4,69.0,10,248.4,Card,0,64.58
2025-07-04,07:37:17,35,Female,Yes,389738.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120714,11,MYSOORE DHAL BULK KG,Grocery,Pulses,2,265.0,5,503.5,Card,2,158.09
2024-11-10,21:56:59,19,Female,Yes,974662.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120715,5,EVA SANITARY NAPKIN DRYTEX WINGS 20S,Household,Personal Hygiene,1,320.0,0,320.0,Mobile Payment,0,49.02
2025-03-23,05:34:57,52,Male,Yes,522390.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120716,26,VELVET HAND WASH REFILL ROSE 200ML,Household,Hand & Body Care,4,175.0,15,595.0,Cash,2,169.83
2025-06-20,14:34:09,46,Female,Yes,834148.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120717,5,MILO PACKET 600G,Beverages,Malt Drink,3,645.0,5,1838.25,Cash,8,469.01
2024-10-20,18:19:25,39,Male,Yes,786040.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120718,1,Tiara Chocolate Layer Cake 310g,Bakery,Cakes,1,522.0,15,443.7,Card,0,73.68
2024-11-16,23:39:37,19,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120719,19,Goldi Jumbo Chicken Sausages 330g,Frozen Food,Sausages,3,468.0,5,1333.8,Card,20,454.09
2024-12-31,19:48:32,18,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120720,5,MANGO - K/C,Fruits,Inorganic,4,129.0,0,516.0,Mobile Payment,20,84.8
2024-09-03,03:33:59,54,Female,Yes,161144.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120721,39,AMBEWELA FLAVOURED MILK VANILLA 1000ML,Beverages,Juices & Carbonates,1,320.0,0,320.0,Card,0,60.09
2025-02-26,04:33:05,39,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120722,5,MYSOORE DHAL BULK KG,Grocery,Pulses,2,265.0,15,450.5,Mobile Payment,0,135.79
2025-02-26,12:42:49,48,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120723,9,MANGO - K/C,Fruits,Inorganic,2,129.0,15,219.3,Mobile Payment,0,61.89
2025-05-09,15:59:28,33,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120724,29,Edinborough Mayonnaise 350g,Grocery,Sauces & Condiments,4,1230.0,10,4428.0,Cash,6,731.51
2025-04-06,12:31:59,58,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120725,11,MANGO - K/C,Fruits,Inorganic,2,129.0,15,219.3,Cash,0,35.56
2024-09-16,10:03:01,52,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120726,44,HIGHLAND I/C VANILLA 1L,Frozen Food,Desserts,1,320.0,15,272.0,Card,0,78.92
2025-02-13,06:44:31,27,Female,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120727,13,Milca Instant Milk Powder 400g,Beverages,Milk Powder,4,1050.0,5,3990.0,Card,7,879.75
2025-04-29,03:45:49,52,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120728,48,VIM DISHWASH LIQUID LIME 500ML,Household,Cleaning Consumables,3,250.0,5,712.5,Card,15,145.78
2024-08-16,23:51:10,21,Female,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120729,32,IMORICH CHOC CHOC CHIP 1L,Frozen Food,Desserts,4,775.0,5,2945.0,Cash,6,758.38
2025-04-15,14:28:43,21,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120730,10,RICHLIFE CHOCOLATE FLY MILK 180ML,Beverages,RTD Beverages,3,140.0,0,420.0,Card,0,112.53
2024-08-06,20:41:54,48,Male,Yes,668856.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120731,44,Garlic 250g,Grocery,Vegetables,1,230.0,5,218.5,Card,0,42.57
2025-02-24,13:37:09,27,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120732,24,HIGHLAND I/C VANILLA 1L,Frozen Food,Desserts,2,320.0,5,608.0,Card,8,165.52
2025-02-13,21:25:46,46,Male,Yes,819898.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120733,16,MYSOORE DHAL BULK KG,Grocery,Pulses,1,265.0,0,265.0,Card,0,81.74
2025-03-15,06:32:22,46,Female,Yes,697144.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120734,14,NESCAFE ICE COLD COFFEE 180ML,Beverages,RTD Beverages,2,160.0,5,304.0,Cash,0,85.29
2025-01-20,23:48:21,28,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120735,36,MANGO - K/C,Fruits,Inorganic,2,129.0,0,258.0,Mobile Payment,0,72.64
2025-03-30,05:16:37,19,Male,Yes,106538.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120736,42,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Grocery,Pulses,2,1225.0,15,2082.5,Cash,8,523.5
2025-01-03,08:15:32,24,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120737,46,Milca Instant Milk Powder 400g,Beverages,Milk Powder,4,1050.0,0,4200.0,Card,13,1063.65
2024-08-11,11:33:12,30,Male,Yes,671930.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120738,9,EVA SANITARY NAPKIN DRYTEX WINGS 20S,Household,Personal Hygiene,2,320.0,0,640.0,Cash,7,167.05
2024-11-25,06:07:25,28,Male,Yes,330378.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120739,39,MILO PACKET 600G,Beverages,Malt Drink,3,645.0,15,1644.75,Card,18,396.55
2025-04-18,07:26:16,58,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120740,18,Garlic 250g,Grocery,Vegetables,1,230.0,10,207.0,Cash,0,40.11
2025-04-02,19:14:13,39,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120741,13,Goldi Chicken Meatballs 500g,Frozen Food,Meatballs,1,880.0,15,748.0,Cash,8,230.52
2024-12-24,04:11:45,22,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120742,41,EH GINGER BEER 1.5L,Beverages,Juices & Carbonates,1,220.0,10,198.0,Card,0,34.6
2025-07-22,01:57:18,35,Female,Yes,161320.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120743,31,IMORICH CHOC CHOC CHIP 1L,Frozen Food,Desserts,3,775.0,0,2325.0,Cash,14,801.01
2025-05-22,10:49:54,36,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120744,38,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Grocery,Pulses,3,1225.0,10,3307.5,Mobile Payment,17,945.44
2024-08-18,12:26:31,36,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120745,32,carrot 500g,Grocery,Vegetables,1,305.0,0,305.0,Mobile Payment,0,74.6
2025-06-03,08:48:14,30,Female,Yes,456232.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120746,44,CLOGARD TOOTH PASTE 200G,Household,Oral Care,2,195.0,0,390.0,Cash,0,85.37
2025-02-01,03:08:32,60,Male,Yes,947283.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120747,36,Kist Mixed Fruit Jam 540g,Grocery,Jams & Spreads,1,412.0,5,391.4,Card,0,111.36
2024-08-21,15:03:04,41,Female,Yes,555941.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120748,48,CLOGARD TOOTH PASTE 200G,Household,Oral Care,3,195.0,0,585.0,Card,7,112.99
2024-10-05,14:16:34,50,Female,Yes,497651.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120749,32,Milca Instant Milk Powder 400g,Beverages,Milk Powder,3,1050.0,10,2835.0,Mobile Payment,15,465.73
2025-07-02,10:43:20,31,Male,Yes,529966.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120750,46,Little Lion Soft Log Coffee Flavoured 200g,Bakery,Cakes,4,390.0,0,1560.0,Mobile Payment,2,542.15
2024-08-27,06:10:29,39,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120751,27,KREST CHICKEN SAUSAGES S/LESS 250G,Frozen Food,Processed/Preserved Meat,2,375.0,0,750.0,Cash,8,206.35
2024-08-27,14:05:17,55,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120752,7,MYSOORE DHAL BULK KG,Grocery,Pulses,1,265.0,15,225.25,Card,0,38.69
2025-07-14,11:36:59,29,Female,Yes,296009.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120753,2,MILO PACKET 600G,Beverages,Malt Drink,1,645.0,5,612.75,Card,12,138.13
2024-12-09,02:52:23,52,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120754,45,NESCAFE ICE COLD COFFEE 180ML,Beverages,RTD Beverages,3,160.0,0,480.0,Card,0,88.62
2024-10-14,15:37:46,46,Female,Yes,455257.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120755,46,HIGHLAND I/C VANILLA 1L,Frozen Food,Desserts,1,320.0,0,320.0,Card,0,57.66
2025-03-23,14:12:14,22,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120756,28,EVA SANITARY NAPKIN DRYTEX WINGS 20S,Household,Personal Hygiene,3,320.0,0,960.0,Card,7,219.41
2025-06-01,23:57:31,18,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120757,22,Edinborough Mayonnaise 350g,Grocery,Sauces & Condiments,1,1230.0,10,1107.0,Cash,19,185.0
2025-02-05,08:21:17,47,Male,Yes,340929.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120758,31,RICE SUPIRI KEERI SAMBA BULK KG,Grocery,Pulses,4,291.0,10,1047.6,Cash,6,291.16
2024-10-14,14:50:35,59,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120759,37,BABY CHERAMY SOAP POKURUWA SADUN 5IN1,Household,Baby Needs,3,530.0,0,1590.0,Mobile Payment,15,354.3
2024-08-12,09:54:31,53,Male,Yes,953614.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120760,1,IMORICH CHOC CHOC CHIP 1L,Frozen Food,Desserts,4,775.0,0,3100.0,Mobile Payment,19,639.9
2024-11-09,07:29:01,48,Female,Yes,736249.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120761,4,KREST CHICKEN SAUSAGES S/LESS 250G,Frozen Food,Processed/Preserved Meat,1,375.0,5,356.25,Card,0,63.74
2024-12-17,00:03:14,44,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120762,29,NEW RATHNA ROSE RAW RICE 1KG,Grocery,Pulses,3,750.0,15,1912.5,Card,12,509.4
2024-10-26,11:16:02,59,Male,Yes,934072.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120763,16,VIM DISHWASH LIQUID LIME 500ML,Household,Cleaning Consumables,1,250.0,15,212.5,Card,0,46.11
2024-09-26,17:17:27,57,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120764,21,RITZBURY BLUEBERRY CHOCOLATE 45G,Grocery,Confectionery,4,120.0,5,456.0,Mobile Payment,0,123.8
2025-06-17,13:26:00,59,Female,Yes,188733.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120765,48,IMORICH CHOC CHOC CHIP 1L,Frozen Food,Desserts,2,775.0,5,1472.5,Card,11,506.34
2025-01-26,05:47:16,45,Male,Yes,289760.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120766,26,Big Onion 500g,Grocery,Vegetables,4,115.0,0,460.0,Mobile Payment,0,105.26
2024-08-20,07:53:18,43,Female,Yes,336361.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120767,20,Milca Instant Milk Powder 400g,Beverages,Milk Powder,3,1050.0,0,3150.0,Mobile Payment,11,529.87
2025-05-31,16:55:08,25,Male,Yes,327976.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120768,22,Milca Instant Milk Powder 400g,Beverages,Milk Powder,1,1050.0,5,997.5,Mobile Payment,11,220.03
2024-08-04,20:54:00,35,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120769,46,CIC BASMATHI RICE BULK,Grocery,Pulses,4,698.0,0,2792.0,Cash,12,844.4
2024-11-21,15:57:18,21,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120770,29,KREST CHICKEN SAUSAGES S/LESS 250G,Frozen Food,Processed/Preserved Meat,2,375.0,5,712.5,Cash,1,134.52
2024-10-11,18:53:17,34,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120771,46,Cabbage 500g,Grocery,Vegetables,1,160.0,15,136.0,Mobile Payment,0,44.42
2024-09-30,08:23:13,54,Male,Yes,228759.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120772,48,EVA SANITARY NAPKIN DRYTEX WINGS 20S,Household,Personal Hygiene,1,320.0,5,304.0,Card,0,76.46
2024-11-15,04:22:10,30,Male,Yes,723499.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120773,40,MANGO - K/C,Fruits,Inorganic,1,129.0,0,129.0,Card,0,22.96
2025-02-27,05:01:42,53,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120774,39,MILO PACKET 600G,Beverages,Malt Drink,3,645.0,15,1644.75,Mobile Payment,8,395.03
2025-07-19,19:38:01,30,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120775,10,CLOGARD TOOTHPASTE 120G,Household,Oral Care,3,248.0,5,706.8,Cash,15,246.75
2025-01-12,15:25:44,44,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120776,2,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Grocery,Pulses,4,1225.0,0,4900.0,Card,18,1232.77
2025-04-12,12:28:15,49,Female,Yes,924532.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120777,7,MYSOORE DHAL BULK KG,Grocery,Pulses,3,265.0,5,755.25,Card,20,232.97
2024-12-18,16:22:09,36,Male,Yes,959337.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120778,48,RICE SUPIRI KEERI SAMBA BULK KG,Grocery,Pulses,3,291.0,10,785.7,Card,17,268.74
2025-02-01,14:27:04,30,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120779,47,NEW RATHNA ROSE RAW RICE 1KG,Grocery,Pulses,4,750.0,15,2550.0,Mobile Payment,18,881.97
2025-06-23,17:47:32,38,Male,Yes,833629.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120780,24,NEW RATHNA ROSE RAW RICE 1KG,Grocery,Pulses,4,750.0,10,2700.0,Mobile Payment,7,561.05
2025-07-05,03:51:21,40,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120781,46,HIGHLAND I/C VANILLA 1L,Frozen Food,Desserts,4,320.0,10,1152.0,Mobile Payment,12,366.05
2024-09-16,03:42:40,21,Male,Yes,670202.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120782,25,NEW RATHNA ROSE RAW RICE 1KG,Grocery,Pulses,3,750.0,5,2137.5,Mobile Payment,2,543.4
2025-06-29,21:40:33,47,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120783,28,SUNQUICK B/CURRENT STD 330ML,Beverages,Concentrated Fruit Drinks,1,490.0,0,490.0,Cash,0,124.06
2025-07-01,12:52:57,48,Male,Yes,927612.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120784,7,RICE SAMBA BULK KG - LOCAL,Grocery,Pulses,4,835.0,15,2839.0,Mobile Payment,16,807.86
2025-03-12,04:14:29,43,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120785,46,EVA SANITARY NAPKIN DRYTEX WINGS 20S,Household,Personal Hygiene,1,320.0,15,272.0,Cash,0,84.22
