Age,NexusMember,Item_Description,Item_Category,Quantity,Unit_Price,Discount,TotalValue,Loyalty_Points_Earned,Profit,Year,Month,Day,DayOfWeek,WeekOfYear,Gender_Female,Gender_Male,Outlet_Name_Cargills Food City - Battaramulla,Outlet_Name_Cargills Food City - Maharagama,Outlet_Name_Cargills Food City - Malabe,Outlet_Name_Cargills Food City - Nugegoda,Payment_Method_Card,Payment_Method_Cash,Payment_Method_Mobile Payment,Department_Baby Care,Department_Bakery,Department_Beverages,Department_Frozen Food,Department_Fruits,Department_Grocery,Department_Household
43,1,Prima Chocolate Swiss Roll 225g,Cakes,4,552.5,0,2210.0,7,627.84,2024,10,30,2,44,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False
52,0,KREST CHICKEN SAUSAGES S/LESS 250G,Processed/Preserved Meat,1,375.0,5,356.25,0,79.0,2024,9,29,6,39,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
48,1,Little Lion Soft Log Coffee Flavoured 200g,Cakes,1,390.0,5,370.5,0,89.87,2025,7,11,4,28,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False
56,0,KREST CHICKEN SAUSAGES S/LESS 250G,Processed/Preserved Meat,1,375.0,10,337.5,0,52.91,2024,12,12,3,50,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False
25,1,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Pulses,1,1225.0,5,1163.75,9,275.78,2025,5,27,1,22,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
20,1,EVA SANITARY NAPKIN DRYTEX WINGS 20S,Personal Hygiene,1,320.0,0,320.0,0,110.56,2024,12,3,1,49,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True
39,1,BABY CHERAMY SOAP POKURUWA SADUN 5IN1,Baby Needs,1,530.0,10,477.0,0,74.51,2025,4,18,4,16,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
38,0,AMBEWELA FLAVOURED MILK VANILLA 1000ML,Juices & Carbonates,3,320.0,10,864.0,17,178.89,2025,6,19,3,25,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
18,1,TOP CRUST BREAD,Production Bakery,2,69.0,0,138.0,0,33.55,2024,12,2,0,49,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
36,1,KNORR SEASONING CUBE 15*20G,Seasoning & Coconut Cream,4,50.0,10,180.0,0,53.33,2024,12,19,3,51,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
21,0,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Pulses,1,1225.0,10,1102.5,1,264.24,2025,6,26,3,26,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False
40,1,KREST CHICKEN SAUSAGES S/LESS 250G,Processed/Preserved Meat,2,375.0,10,675.0,10,208.38,2025,2,10,0,7,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
57,0,Kist Mixed Fruit Jam 540g,Jams & Spreads,3,412.0,0,1236.0,2,417.31,2025,5,15,3,20,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
29,0,MILO PACKET 600G,Malt Drink,1,645.0,15,548.25,7,92.55,2025,4,8,1,15,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False
45,0,MYSOORE DHAL BULK KG,Pulses,1,265.0,10,238.5,0,52.61,2025,6,19,3,25,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
48,1,CLOGARD TOOTH PASTE 200G,Oral Care,3,195.0,0,585.0,5,113.83,2025,2,17,0,8,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True
25,1,CLOGARD TOOTH PASTE 200G,Oral Care,2,195.0,10,351.0,0,121.43,2025,4,6,6,14,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
27,1,AMBEWELA FLAVOURED MILK VANILLA 1000ML,Juices & Carbonates,4,320.0,5,1216.0,5,407.36,2024,8,17,5,33,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
36,1,VIM DISHWASH LIQUID LIME 500ML,Cleaning Consumables,1,250.0,5,237.5,0,80.4,2025,4,15,1,16,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True
53,0,RICE SUPIRI KEERI SAMBA BULK KG,Pulses,4,291.0,5,1105.8,15,285.07,2024,8,15,3,33,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False
58,1,NESCAFE ICE COLD COFFEE 180ML,RTD Beverages,2,160.0,15,272.0,0,85.15,2025,6,21,5,25,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
59,1,Delmege Chicken Flavoured Soya Meat 90g,Soya Products,1,170.0,0,170.0,0,48.59,2025,7,26,5,30,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False
50,0,RICE SUPIRI KEERI SAMBA BULK KG,Pulses,1,291.0,5,276.45,0,41.64,2025,4,1,1,14,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
34,0,Prima Chocolate Swiss Roll 225g,Cakes,4,552.5,15,1878.5,1,612.0,2025,1,1,2,1,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False
56,1,BABY CHERAMY SOAP POKURUWA SADUN 5IN1,Baby Needs,1,530.0,15,450.5,0,73.13,2025,7,2,2,27,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True
31,1,RICE SUPIRI KEERI SAMBA BULK KG,Pulses,3,291.0,10,785.7,11,131.04,2025,4,2,2,14,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
23,0,carrot 500g,Vegetables,3,305.0,5,869.25,20,209.45,2024,9,23,0,39,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
18,1,MILO PACKET 600G,Malt Drink,4,645.0,0,2580.0,10,469.07,2025,2,19,2,8,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False
35,0,Big Onion 500g,Vegetables,1,115.0,15,97.75,0,19.65,2025,6,8,6,23,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
44,1,TOP CRUST BREAD,Production Bakery,4,69.0,15,234.6,0,65.41,2025,7,3,3,27,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
30,0,BABY CHERAMY SOAP POKURUWA SADUN 5IN1,Baby Needs,4,530.0,10,1908.0,4,513.45,2024,10,13,6,41,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
38,0,NESCAFE ICE COLD COFFEE 180ML,RTD Beverages,4,160.0,10,576.0,13,162.33,2024,8,3,5,31,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
56,0,MYSOORE DHAL BULK KG,Pulses,4,265.0,15,901.0,7,275.5,2025,4,7,0,15,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False
57,1,Goldi Chicken Meatballs 500g,Meatballs,3,880.0,0,2640.0,11,735.45,2024,12,3,1,49,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
46,1,Kist Tomato Ketchup 375g,Sauces & Condiments,4,412.0,15,1400.8,15,214.19,2025,1,18,5,3,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
37,1,CIC BASMATHI RICE BULK,Pulses,2,698.0,15,1186.6,2,273.48,2025,6,13,4,24,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
20,1,CLOGARD TOOTH PASTE 200G,Oral Care,4,195.0,0,780.0,2,160.48,2024,8,13,1,33,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
42,0,EH GINGER BEER 1.5L,Juices & Carbonates,1,220.0,10,198.0,0,40.47,2024,10,3,3,40,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
58,0,KREST CHICKEN SAUSAGES S/LESS 250G,Processed/Preserved Meat,3,375.0,15,956.25,18,195.05,2025,1,1,2,1,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
30,1,Kist Tomato Ketchup 375g,Sauces & Condiments,3,412.0,10,1112.4,2,243.14,2024,10,13,6,41,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
56,0,Astra Fat Spread 1kg,Dairy & Spreads,3,1360.0,5,3876.0,6,1202.01,2024,9,28,5,39,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
57,0,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Pulses,2,1225.0,15,2082.5,14,392.35,2025,7,21,0,30,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
55,0,BABY CHERAMY SOAP POKURUWA SADUN 5IN1,Baby Needs,2,530.0,0,1060.0,3,283.21,2024,10,11,4,41,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
60,1,WATAWALA KAHATA TEA POUCH 400G,Tea,4,500.0,15,1700.0,3,453.23,2024,10,24,3,43,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False
46,1,TOP CRUST BREAD,Production Bakery,3,69.0,0,207.0,0,44.46,2024,11,21,3,47,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False
47,1,VIM DISHWASH LIQUID LIME 500ML,Cleaning Consumables,3,250.0,5,712.5,11,158.19,2025,3,19,2,12,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True
47,1,Bairaha Chicken Sausages 500g,Sausages,4,950.0,15,3230.0,12,841.03,2025,5,24,5,21,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
25,1,RITZBURY BLUEBERRY CHOCOLATE 45G,Confectionery,2,120.0,0,240.0,0,69.65,2025,7,14,0,29,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
27,1,KNORR SEASONING CUBE 15*20G,Seasoning & Coconut Cream,1,50.0,10,45.0,0,11.18,2025,6,11,2,24,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
24,1,MILO PACKET 600G,Malt Drink,2,645.0,10,1161.0,6,383.42,2024,11,27,2,48,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
18,1,carrot 500g,Vegetables,4,305.0,15,1037.0,14,230.71,2025,4,6,6,14,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
34,0,Astra Fat Spread 1kg,Dairy & Spreads,1,1360.0,15,1156.0,5,317.61,2025,1,28,1,5,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
60,1,EH GINGER BEER 1.5L,Juices & Carbonates,2,220.0,10,396.0,0,70.3,2025,5,1,3,18,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
59,0,Garlic 250g,Vegetables,1,230.0,5,218.5,0,73.84,2025,5,11,6,19,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
54,1,CLOGARD TOOTHPASTE 120G,Oral Care,4,248.0,0,992.0,10,170.3,2024,9,18,2,38,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
35,1,CLOGARD TOOTH PASTE 200G,Oral Care,3,195.0,10,526.5,8,126.08,2024,12,10,1,50,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True
21,1,RICE SAMBA BULK KG - LOCAL,Pulses,1,835.0,10,751.5,7,247.75,2025,1,9,3,2,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
39,1,CLOGARD TOOTH PASTE 200G,Oral Care,1,195.0,10,175.5,0,34.07,2025,7,21,0,30,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
28,0,Goldi Chicken Meatballs 500g,Meatballs,3,880.0,15,2244.0,13,342.44,2025,2,5,2,6,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
58,0,RITZBURY BLUEBERRY CHOCOLATE 45G,Confectionery,3,120.0,15,306.0,0,97.94,2024,10,14,0,42,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
55,0,VIM DISHWASH LIQUID LIME 500ML,Cleaning Consumables,1,250.0,10,225.0,0,77.66,2025,7,10,3,28,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
31,1,MYSOORE DHAL BULK KG,Pulses,4,265.0,0,1060.0,2,355.6,2024,9,13,4,37,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
31,0,AMBEWELA FLAVOURED MILK VANILLA 1000ML,Juices & Carbonates,3,320.0,0,960.0,13,273.7,2024,9,27,4,39,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
40,0,KREST CHICKEN SAUSAGES S/LESS 250G,Processed/Preserved Meat,1,375.0,15,318.75,0,71.73,2024,9,8,6,36,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
41,1,MANGO - K/C,Inorganic,1,129.0,5,122.55,0,41.67,2025,4,23,2,17,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
42,1,Green Chillies 100g,Vegetables,4,34.0,5,129.2,0,30.67,2025,7,30,2,31,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False
19,1,IMORICH CHOC CHOC CHIP 1L,Desserts,3,775.0,5,2208.75,15,499.0,2024,11,26,1,48,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
18,0,IMORICH CHOC CHOC CHIP 1L,Desserts,4,775.0,0,3100.0,18,972.6,2024,10,6,6,40,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
53,0,Green Chillies 100g,Vegetables,2,34.0,10,61.2,0,15.95,2025,4,30,2,18,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
37,0,TOP CRUST BREAD,Production Bakery,4,69.0,10,248.4,0,64.58,2025,1,8,2,2,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False
35,1,MYSOORE DHAL BULK KG,Pulses,2,265.0,5,503.5,2,158.09,2025,7,4,4,27,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
19,1,EVA SANITARY NAPKIN DRYTEX WINGS 20S,Personal Hygiene,1,320.0,0,320.0,0,49.02,2024,11,10,6,45,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
52,1,VELVET HAND WASH REFILL ROSE 200ML,Hand & Body Care,4,175.0,15,595.0,2,169.83,2025,3,23,6,12,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True
46,1,MILO PACKET 600G,Malt Drink,3,645.0,5,1838.25,8,469.01,2025,6,20,4,25,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
39,1,Tiara Chocolate Layer Cake 310g,Cakes,1,522.0,15,443.7,0,73.68,2024,10,20,6,42,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False
19,0,Goldi Jumbo Chicken Sausages 330g,Sausages,3,468.0,5,1333.8,20,454.09,2024,11,16,5,46,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False
18,0,MANGO - K/C,Inorganic,4,129.0,0,516.0,20,84.8,2024,12,31,1,1,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
54,1,AMBEWELA FLAVOURED MILK VANILLA 1000ML,Juices & Carbonates,1,320.0,0,320.0,0,60.09,2024,9,3,1,36,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
39,0,MYSOORE DHAL BULK KG,Pulses,2,265.0,15,450.5,0,135.79,2025,2,26,2,9,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False
48,0,MANGO - K/C,Inorganic,2,129.0,15,219.3,0,61.89,2025,2,26,2,9,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
33,0,Edinborough Mayonnaise 350g,Sauces & Condiments,4,1230.0,10,4428.0,6,731.51,2025,5,9,4,19,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
58,0,MANGO - K/C,Inorganic,2,129.0,15,219.3,0,35.56,2025,4,6,6,14,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
52,0,HIGHLAND I/C VANILLA 1L,Desserts,1,320.0,15,272.0,0,78.92,2024,9,16,0,38,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False
27,0,Milca Instant Milk Powder 400g,Milk Powder,4,1050.0,5,3990.0,7,879.75,2025,2,13,3,7,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
52,0,VIM DISHWASH LIQUID LIME 500ML,Cleaning Consumables,3,250.0,5,712.5,15,145.78,2025,4,29,1,18,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
21,0,IMORICH CHOC CHOC CHIP 1L,Desserts,4,775.0,5,2945.0,6,758.38,2024,8,16,4,33,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
21,0,RICHLIFE CHOCOLATE FLY MILK 180ML,RTD Beverages,3,140.0,0,420.0,0,112.53,2025,4,15,1,16,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
48,1,Garlic 250g,Vegetables,1,230.0,5,218.5,0,42.57,2024,8,6,1,32,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
27,0,HIGHLAND I/C VANILLA 1L,Desserts,2,320.0,5,608.0,8,165.52,2025,2,24,0,9,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False
46,1,MYSOORE DHAL BULK KG,Pulses,1,265.0,0,265.0,0,81.74,2025,2,13,3,7,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False
46,1,NESCAFE ICE COLD COFFEE 180ML,RTD Beverages,2,160.0,5,304.0,0,85.29,2025,3,15,5,11,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
28,0,MANGO - K/C,Inorganic,2,129.0,0,258.0,0,72.64,2025,1,20,0,4,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
19,1,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Pulses,2,1225.0,15,2082.5,8,523.5,2025,3,30,6,13,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
24,0,Milca Instant Milk Powder 400g,Milk Powder,4,1050.0,0,4200.0,13,1063.65,2025,1,3,4,1,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False
30,1,EVA SANITARY NAPKIN DRYTEX WINGS 20S,Personal Hygiene,2,320.0,0,640.0,7,167.05,2024,8,11,6,32,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True
28,1,MILO PACKET 600G,Malt Drink,3,645.0,15,1644.75,18,396.55,2024,11,25,0,48,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False
58,0,Garlic 250g,Vegetables,1,230.0,10,207.0,0,40.11,2025,4,18,4,16,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
39,0,Goldi Chicken Meatballs 500g,Meatballs,1,880.0,15,748.0,8,230.52,2025,4,2,2,14,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
22,0,EH GINGER BEER 1.5L,Juices & Carbonates,1,220.0,10,198.0,0,34.6,2024,12,24,1,52,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False
35,1,IMORICH CHOC CHOC CHIP 1L,Desserts,3,775.0,0,2325.0,14,801.01,2025,7,22,1,30,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
36,0,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Pulses,3,1225.0,10,3307.5,17,945.44,2025,5,22,3,21,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
36,0,carrot 500g,Vegetables,1,305.0,0,305.0,0,74.6,2024,8,18,6,33,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
30,1,CLOGARD TOOTH PASTE 200G,Oral Care,2,195.0,0,390.0,0,85.37,2025,6,3,1,23,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
60,1,Kist Mixed Fruit Jam 540g,Jams & Spreads,1,412.0,5,391.4,0,111.36,2025,2,1,5,5,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
41,1,CLOGARD TOOTH PASTE 200G,Oral Care,3,195.0,0,585.0,7,112.99,2024,8,21,2,34,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
50,1,Milca Instant Milk Powder 400g,Milk Powder,3,1050.0,10,2835.0,15,465.73,2024,10,5,5,40,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
31,1,Little Lion Soft Log Coffee Flavoured 200g,Cakes,4,390.0,0,1560.0,2,542.15,2025,7,2,2,27,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False
39,0,KREST CHICKEN SAUSAGES S/LESS 250G,Processed/Preserved Meat,2,375.0,0,750.0,8,206.35,2024,8,27,1,35,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
55,0,MYSOORE DHAL BULK KG,Pulses,1,265.0,15,225.25,0,38.69,2024,8,27,1,35,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
29,1,MILO PACKET 600G,Malt Drink,1,645.0,5,612.75,12,138.13,2025,7,14,0,29,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
52,0,NESCAFE ICE COLD COFFEE 180ML,RTD Beverages,3,160.0,0,480.0,0,88.62,2024,12,9,0,50,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
46,1,HIGHLAND I/C VANILLA 1L,Desserts,1,320.0,0,320.0,0,57.66,2024,10,14,0,42,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
22,0,EVA SANITARY NAPKIN DRYTEX WINGS 20S,Personal Hygiene,3,320.0,0,960.0,7,219.41,2025,3,23,6,12,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
18,0,Edinborough Mayonnaise 350g,Sauces & Condiments,1,1230.0,10,1107.0,19,185.0,2025,6,1,6,22,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
47,1,RICE SUPIRI KEERI SAMBA BULK KG,Pulses,4,291.0,10,1047.6,6,291.16,2025,2,5,2,6,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
59,0,BABY CHERAMY SOAP POKURUWA SADUN 5IN1,Baby Needs,3,530.0,0,1590.0,15,354.3,2024,10,14,0,42,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True
53,1,IMORICH CHOC CHOC CHIP 1L,Desserts,4,775.0,0,3100.0,19,639.9,2024,8,12,0,33,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
48,1,KREST CHICKEN SAUSAGES S/LESS 250G,Processed/Preserved Meat,1,375.0,5,356.25,0,63.74,2024,11,9,5,45,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
44,0,NEW RATHNA ROSE RAW RICE 1KG,Pulses,3,750.0,15,1912.5,12,509.4,2024,12,17,1,51,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
59,1,VIM DISHWASH LIQUID LIME 500ML,Cleaning Consumables,1,250.0,15,212.5,0,46.11,2024,10,26,5,43,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True
57,0,RITZBURY BLUEBERRY CHOCOLATE 45G,Confectionery,4,120.0,5,456.0,0,123.8,2024,9,26,3,39,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
59,1,IMORICH CHOC CHOC CHIP 1L,Desserts,2,775.0,5,1472.5,11,506.34,2025,6,17,1,25,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
45,1,Big Onion 500g,Vegetables,4,115.0,0,460.0,0,105.26,2025,1,26,6,4,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
43,1,Milca Instant Milk Powder 400g,Milk Powder,3,1050.0,0,3150.0,11,529.87,2024,8,20,1,34,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
25,1,Milca Instant Milk Powder 400g,Milk Powder,1,1050.0,5,997.5,11,220.03,2025,5,31,5,22,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False
35,0,CIC BASMATHI RICE BULK,Pulses,4,698.0,0,2792.0,12,844.4,2024,8,4,6,31,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
21,0,KREST CHICKEN SAUSAGES S/LESS 250G,Processed/Preserved Meat,2,375.0,5,712.5,1,134.52,2024,11,21,3,47,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False
34,0,Cabbage 500g,Vegetables,1,160.0,15,136.0,0,44.42,2024,10,11,4,41,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False
54,1,EVA SANITARY NAPKIN DRYTEX WINGS 20S,Personal Hygiene,1,320.0,5,304.0,0,76.46,2024,9,30,0,40,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True
30,1,MANGO - K/C,Inorganic,1,129.0,0,129.0,0,22.96,2024,11,15,4,46,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False
53,0,MILO PACKET 600G,Malt Drink,3,645.0,15,1644.75,8,395.03,2025,2,27,3,9,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
30,0,CLOGARD TOOTHPASTE 120G,Oral Care,3,248.0,5,706.8,15,246.75,2025,7,19,5,29,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
44,0,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Pulses,4,1225.0,0,4900.0,18,1232.77,2025,1,12,6,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
49,1,MYSOORE DHAL BULK KG,Pulses,3,265.0,5,755.25,20,232.97,2025,4,12,5,15,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
36,1,RICE SUPIRI KEERI SAMBA BULK KG,Pulses,3,291.0,10,785.7,17,268.74,2024,12,18,2,51,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
30,0,NEW RATHNA ROSE RAW RICE 1KG,Pulses,4,750.0,15,2550.0,18,881.97,2025,2,1,5,5,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
38,1,NEW RATHNA ROSE RAW RICE 1KG,Pulses,4,750.0,10,2700.0,7,561.05,2025,6,23,0,26,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
40,0,HIGHLAND I/C VANILLA 1L,Desserts,4,320.0,10,1152.0,12,366.05,2025,7,5,5,27,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
21,1,NEW RATHNA ROSE RAW RICE 1KG,Pulses,3,750.0,5,2137.5,2,543.4,2024,9,16,0,38,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
47,0,SUNQUICK B/CURRENT STD 330ML,Concentrated Fruit Drinks,1,490.0,0,490.0,0,124.06,2025,6,29,6,26,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
48,1,RICE SAMBA BULK KG - LOCAL,Pulses,4,835.0,15,2839.0,16,807.86,2025,7,1,1,27,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
43,0,EVA SANITARY NAPKIN DRYTEX WINGS 20S,Personal Hygiene,1,320.0,15,272.0,0,84.22,2025,3,12,2,11,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True
28,1,AMBEWELA FLAVOURED MILK VANILLA 1000ML,Juices & Carbonates,2,320.0,10,576.0,2,130.81,2025,2,16,6,7,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
18,0,Kist Tomato Ketchup 375g,Sauces & Condiments,2,412.0,10,741.6,7,201.4,2025,2,8,5,6,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
45,0,MANGO - K/C,Inorganic,3,129.0,15,328.95,0,114.78,2024,12,1,6,48,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
52,0,RITZBURY BLUEBERRY CHOCOLATE 45G,Confectionery,1,120.0,10,108.0,0,21.69,2024,12,18,2,51,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
35,1,RICE SAMBA BULK KG - LOCAL,Pulses,2,835.0,0,1670.0,8,353.71,2025,4,17,3,16,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
58,0,AMBEWELA FLAVOURED MILK VANILLA 1000ML,Juices & Carbonates,3,320.0,10,864.0,11,205.14,2025,7,3,3,27,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False
41,0,AMBEWELA FLAVOURED MILK VANILLA 1000ML,Juices & Carbonates,4,320.0,5,1216.0,20,418.42,2025,6,18,2,25,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
